,RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,Type
5405,2.0,7.377242529513e-312,7.37724252991e-312,7.377242530304e-312,7.3772425307e-312,7.377242531094e-312,7.37724253149e-312,7.377242531885e-312,7.37724253228e-312,7.377242532675e-312
5406,2.0,7.377242533466e-312,7.37724253386e-312,7.377242534256e-312,7.37724253465e-312,7.377242535047e-312,7.37724253544e-312,7.377242535837e-312,7.377242536233e-312,7.37724253663e-312
5407,2.0,7.37724253742e-312,7.377242537814e-312,7.37724253821e-312,7.377242538604e-312,7.377242539e-312,7.377242539395e-312,7.37724253979e-312,7.377242540185e-312,7.37724254058e-312
5408,2.0,7.37724254137e-312,7.377242541766e-312,7.37724254216e-312,7.377242542557e-312,7.37724254295e-312,7.377242543347e-312,7.37724254374e-312,7.37724254414e-312,7.377242544533e-312
5409,2.0,7.377242545323e-312,7.37724254572e-312,7.377242546114e-312,7.37724254651e-312,7.377242546904e-312,7.3772425473e-312,7.377242547695e-312,7.37724254809e-312,7.377242548485e-312
5410,2.0,7.377242549276e-312,7.37724254967e-312,7.377242550066e-312,7.37724255046e-312,7.377242550857e-312,7.37724255125e-312,7.377242551647e-312,7.377242552043e-312,7.37724255244e-312
5411,2.0,7.37724255323e-312,7.377242553624e-312,7.37724255402e-312,7.377242554414e-312,7.37724255481e-312,7.377242555205e-312,7.3772425556e-312,7.377242555995e-312,7.37724255639e-312
5412,2.0,7.37724255718e-312,7.377242557576e-312,7.37724255797e-312,7.377242558367e-312,7.37724255876e-312,7.377242559157e-312,7.37724255955e-312,7.37724255995e-312,7.377242560343e-312
5413,2.0,7.377242561133e-312,7.37724256153e-312,7.377242561924e-312,7.37724256232e-312,7.377242562714e-312,7.37724256311e-312,7.377242563505e-312,7.3772425639e-312,7.377242564295e-312
5414,2.0,7.377242565086e-312,7.37724256548e-312,7.377242565876e-312,7.37724256627e-312,7.377242566667e-312,7.37724256706e-312,7.377242567457e-312,7.377242567853e-312,7.37724256825e-312
5415,2.0,7.37724256904e-312,7.377242569434e-312,7.37724256983e-312,7.377242570224e-312,7.37724257062e-312,7.377242571015e-312,7.37724257141e-312,7.377242571805e-312,7.3772425722e-312
5416,2.0,7.37724257299e-312,7.3772425737e-312,7.3772425741e-312,7.377242574493e-312,7.37724257489e-312,7.377242575283e-312,7.37724257568e-312,7.377242576074e-312,7.37724257647e-312
5417,2.0,7.37724257726e-312,7.377242577655e-312,7.37724257805e-312,7.377242578445e-312,7.37724257884e-312,7.377242579236e-312,7.37724257963e-312,7.377242580026e-312,7.37724258042e-312
5418,2.0,7.37724258121e-312,7.377242581608e-312,7.377242582003e-312,7.3772425824e-312,7.377242582793e-312,7.37724258319e-312,7.377242583584e-312,7.37724258398e-312,7.377242584374e-312
5419,2.0,7.377242585165e-312,7.37724258556e-312,7.377242585955e-312,7.37724258635e-312,7.377242586746e-312,7.37724258714e-312,7.377242587536e-312,7.37724258793e-312,7.377242588327e-312
5420,2.0,7.377242589117e-312,7.377242589513e-312,7.37724258991e-312,7.377242590303e-312,7.3772425907e-312,7.377242591094e-312,7.37724259149e-312,7.377242591884e-312,7.37724259228e-312
5421,2.0,7.37724259307e-312,7.377242593465e-312,7.37724259386e-312,7.377242594256e-312,7.37724259465e-312,7.377242595046e-312,7.37724259544e-312,7.377242595837e-312,7.37724259623e-312
5422,2.0,7.37724259702e-312,7.37724259742e-312,7.377242597813e-312,7.37724259821e-312,7.377242598603e-312,7.377242599e-312,7.377242599394e-312,7.37724259979e-312,7.377242600184e-312
5423,2.0,7.377242600975e-312,7.37724260137e-312,7.377242601765e-312,7.37724260216e-312,7.377242602556e-312,7.37724260295e-312,7.377242603346e-312,7.37724260374e-312,7.377242604137e-312
5424,2.0,7.377242604927e-312,7.377242605323e-312,7.37724260572e-312,7.377242606113e-312,7.37724260651e-312,7.377242606904e-312,7.3772426073e-312,7.377242607694e-312,7.37724260809e-312
5425,2.0,7.37724260888e-312,7.377242609275e-312,7.37724260967e-312,7.377242610066e-312,7.37724261046e-312,7.377242610856e-312,7.37724261125e-312,7.377242611647e-312,7.37724261204e-312
5426,2.0,7.37724261283e-312,7.37724261323e-312,7.377242613623e-312,7.37724261402e-312,7.377242614413e-312,7.37724261481e-312,7.377242615204e-312,7.3772426156e-312,7.377242615994e-312
5427,2.0,7.377242616785e-312,7.37724261718e-312,7.377242617575e-312,7.37724261797e-312,7.377242618366e-312,7.37724261876e-312,7.377242619156e-312,7.37724261955e-312,7.377242619947e-312
5428,2.0,7.377242620738e-312,7.377242621133e-312,7.37724262153e-312,7.377242621923e-312,7.37724262232e-312,7.377242622714e-312,7.37724262311e-312,7.377242623504e-312,7.3772426239e-312
5429,2.0,7.37724262469e-312,7.377242625085e-312,7.37724262548e-312,7.377242625876e-312,7.37724262627e-312,7.377242626666e-312,7.37724262706e-312,7.377242627457e-312,7.37724262785e-312
5430,2.0,7.377242628643e-312,7.37724262904e-312,7.377242629433e-312,7.37724262983e-312,7.377242630224e-312,7.37724263062e-312,7.377242631014e-312,7.37724263141e-312,7.377242631805e-312
5431,2.0,7.377242632595e-312,7.37724263299e-312,7.377242633386e-312,7.37724263378e-312,7.377242634176e-312,7.37724263457e-312,7.377242634967e-312,7.37724263536e-312,7.377242635757e-312
5432,2.0,7.37724263655e-312,7.377242636943e-312,7.37724263734e-312,7.377242637733e-312,7.37724263813e-312,7.377242638524e-312,7.37724263892e-312,7.377242639314e-312,7.37724263971e-312
5433,2.0,7.3772426405e-312,7.377242640895e-312,7.37724264129e-312,7.377242641686e-312,7.37724264208e-312,7.377242642476e-312,7.37724264287e-312,7.377242643267e-312,7.37724264366e-312
5434,2.0,7.377242644453e-312,7.37724264485e-312,7.377242645243e-312,7.37724264564e-312,7.377242646034e-312,7.37724264643e-312,7.377242646824e-312,7.37724264722e-312,7.377242647615e-312
5435,2.0,7.377242648405e-312,7.3772426488e-312,7.377242649196e-312,7.37724264959e-312,7.377242649986e-312,7.37724265038e-312,7.377242650777e-312,7.37724265117e-312,7.377242651567e-312
5436,2.0,7.37724265236e-312,7.377242652753e-312,7.37724265315e-312,7.377242653543e-312,7.37724265394e-312,7.37724265465e-312,7.377242655045e-312,7.37724265544e-312,7.377242655836e-312
5437,2.0,7.377242656626e-312,7.37724265702e-312,7.377242657417e-312,7.37724265781e-312,7.377242658207e-312,7.377242658603e-312,7.377242659e-312,7.377242659393e-312,7.37724265979e-312
5438,2.0,7.37724266058e-312,7.377242660974e-312,7.37724266137e-312,7.377242661765e-312,7.37724266216e-312,7.377242662555e-312,7.37724266295e-312,7.377242663346e-312,7.37724266374e-312
5439,2.0,7.37724266453e-312,7.377242664927e-312,7.37724266532e-312,7.377242665717e-312,7.377242666112e-312,7.37724266651e-312,7.377242666903e-312,7.3772426673e-312,7.377242667694e-312
5440,2.0,7.377242668484e-312,7.37724266888e-312,7.377242669275e-312,7.37724266967e-312,7.377242670065e-312,7.37724267046e-312,7.377242670856e-312,7.37724267125e-312,7.377242671646e-312
5441,2.0,7.377242672437e-312,7.37724267283e-312,7.377242673227e-312,7.37724267362e-312,7.37724267402e-312,7.377242674413e-312,7.37724267481e-312,7.377242675203e-312,7.3772426756e-312
5442,2.0,7.37724267639e-312,7.377242676784e-312,7.37724267718e-312,7.377242677575e-312,7.37724267797e-312,7.377242678365e-312,7.37724267876e-312,7.377242679156e-312,7.37724267955e-312
5443,2.0,7.37724268034e-312,7.377242680737e-312,7.37724268113e-312,7.377242681527e-312,7.377242681923e-312,7.37724268232e-312,7.377242682713e-312,7.37724268311e-312,7.377242683504e-312
5444,2.0,7.377242684294e-312,7.37724268469e-312,7.377242685085e-312,7.37724268548e-312,7.377242685875e-312,7.37724268627e-312,7.377242686666e-312,7.37724268706e-312,7.377242687456e-312
5445,2.0,7.377242688247e-312,7.37724268864e-312,7.377242689037e-312,7.37724268943e-312,7.37724268983e-312,7.377242690223e-312,7.37724269062e-312,7.377242691013e-312,7.37724269141e-312
5446,2.0,7.3772426922e-312,7.377242692594e-312,7.37724269299e-312,7.377242693385e-312,7.37724269378e-312,7.377242694175e-312,7.37724269457e-312,7.377242694966e-312,7.37724269536e-312
5447,2.0,7.37724269615e-312,7.377242696547e-312,7.37724269694e-312,7.377242697337e-312,7.377242697733e-312,7.37724269813e-312,7.377242698523e-312,7.37724269892e-312,7.377242699314e-312
5448,2.0,7.377242700104e-312,7.3772427005e-312,7.377242700895e-312,7.37724270129e-312,7.377242701685e-312,7.37724270208e-312,7.377242702476e-312,7.37724270287e-312,7.377242703266e-312
5449,2.0,7.377242704057e-312,7.37724270445e-312,7.377242704847e-312,7.377242705242e-312,7.37724270564e-312,7.377242706033e-312,7.37724270643e-312,7.377242706824e-312,7.37724270722e-312
5450,2.0,7.37724270801e-312,7.377242708405e-312,7.3772427088e-312,7.377242709195e-312,7.37724270959e-312,7.377242709986e-312,7.37724271038e-312,7.377242710776e-312,7.37724271117e-312
5451,2.0,7.37724271196e-312,7.377242712357e-312,7.37724271275e-312,7.37724271315e-312,7.377242713543e-312,7.37724271394e-312,7.377242714333e-312,7.37724271473e-312,7.377242715124e-312
5452,2.0,7.377242715914e-312,7.37724271631e-312,7.377242716705e-312,7.3772427171e-312,7.377242717495e-312,7.37724271789e-312,7.377242718286e-312,7.37724271868e-312,7.377242719076e-312
5453,2.0,7.377242719867e-312,7.37724272026e-312,7.377242720657e-312,7.377242721053e-312,7.37724272145e-312,7.377242721843e-312,7.37724272224e-312,7.377242722634e-312,7.37724272303e-312
5454,2.0,7.37724272382e-312,7.377242724215e-312,7.37724272461e-312,7.377242725005e-312,7.3772427254e-312,7.377242725796e-312,7.37724272619e-312,7.377242726586e-312,7.37724272698e-312
5455,2.0,7.37724272777e-312,7.377242728167e-312,7.37724272856e-312,7.37724272896e-312,7.377242729353e-312,7.37724272975e-312,7.377242730143e-312,7.37724273054e-312,7.377242730934e-312
5456,2.0,7.377242731724e-312,7.37724273212e-312,7.377242732515e-312,7.37724273291e-312,7.377242733305e-312,7.3772427337e-312,7.377242734096e-312,7.37724273449e-312,7.377242734886e-312
5457,2.0,7.377242735993e-312,7.37724273639e-312,7.377242736784e-312,7.37724273718e-312,7.377242737574e-312,7.37724273797e-312,7.377242738365e-312,7.37724273876e-312,7.377242739155e-312
5458,2.0,7.377242739946e-312,7.37724274034e-312,7.377242740736e-312,7.37724274113e-312,7.377242741527e-312,7.37724274192e-312,7.377242742317e-312,7.37724274271e-312,7.37724274311e-312
5459,2.0,7.3772427439e-312,7.377242744293e-312,7.37724274469e-312,7.377242745084e-312,7.37724274548e-312,7.377242745874e-312,7.37724274627e-312,7.377242746665e-312,7.37724274706e-312
5460,2.0,7.37724274785e-312,7.377242748246e-312,7.37724274864e-312,7.377242749036e-312,7.37724274943e-312,7.377242749827e-312,7.37724275022e-312,7.377242750617e-312,7.377242751013e-312
5461,2.0,7.377242751803e-312,7.3772427522e-312,7.377242752594e-312,7.37724275299e-312,7.377242753384e-312,7.37724275378e-312,7.377242754175e-312,7.37724275457e-312,7.377242754965e-312
5462,2.0,7.377242755756e-312,7.37724275615e-312,7.377242756546e-312,7.37724275694e-312,7.377242757337e-312,7.37724275773e-312,7.377242758127e-312,7.377242758523e-312,7.37724275892e-312
5463,2.0,7.37724275971e-312,7.377242760104e-312,7.3772427605e-312,7.377242760894e-312,7.37724276129e-312,7.377242761685e-312,7.37724276208e-312,7.377242762475e-312,7.37724276287e-312
5464,2.0,7.37724276366e-312,7.377242764056e-312,7.37724276445e-312,7.377242764847e-312,7.37724276524e-312,7.377242765637e-312,7.37724276603e-312,7.37724276643e-312,7.377242766823e-312
5465,2.0,7.377242767613e-312,7.37724276801e-312,7.377242768404e-312,7.3772427688e-312,7.377242769194e-312,7.37724276959e-312,7.377242769985e-312,7.37724277038e-312,7.377242770775e-312
5466,2.0,7.377242771566e-312,7.37724277196e-312,7.377242772356e-312,7.37724277275e-312,7.377242773147e-312,7.37724277354e-312,7.377242773937e-312,7.377242774333e-312,7.37724277473e-312
5467,2.0,7.37724277552e-312,7.377242775914e-312,7.37724277631e-312,7.377242776704e-312,7.3772427771e-312,7.377242777495e-312,7.37724277789e-312,7.377242778285e-312,7.37724277868e-312
5468,2.0,7.37724277947e-312,7.377242779866e-312,7.37724278026e-312,7.377242780657e-312,7.37724278105e-312,7.377242781447e-312,7.37724278184e-312,7.37724278224e-312,7.377242782633e-312
5469,2.0,7.377242783423e-312,7.37724278382e-312,7.377242784214e-312,7.37724278461e-312,7.377242785004e-312,7.3772427854e-312,7.377242785795e-312,7.37724278619e-312,7.377242786585e-312
5470,2.0,7.377242787376e-312,7.37724278777e-312,7.377242788166e-312,7.37724278856e-312,7.377242788957e-312,7.37724278935e-312,7.377242789747e-312,7.377242790143e-312,7.37724279054e-312
5471,2.0,7.37724279133e-312,7.377242791724e-312,7.37724279212e-312,7.377242792514e-312,7.37724279291e-312,7.377242793305e-312,7.3772427937e-312,7.377242794095e-312,7.37724279449e-312
5472,2.0,7.37724279528e-312,7.377242795676e-312,7.37724279607e-312,7.377242796467e-312,7.37724279686e-312,7.377242797257e-312,7.377242797653e-312,7.37724279805e-312,7.377242798443e-312
5473,2.0,7.377242799234e-312,7.37724279963e-312,7.377242800024e-312,7.37724280042e-312,7.377242800815e-312,7.37724280121e-312,7.377242801605e-312,7.377242802e-312,7.377242802396e-312
5474,2.0,7.377242803186e-312,7.37724280358e-312,7.377242803977e-312,7.37724280437e-312,7.377242804767e-312,7.37724280516e-312,7.37724280556e-312,7.377242805953e-312,7.37724280635e-312
5475,2.0,7.37724280714e-312,7.377242807534e-312,7.37724280793e-312,7.377242808324e-312,7.37724280872e-312,7.377242809115e-312,7.37724280951e-312,7.377242809905e-312,7.3772428103e-312
5476,2.0,7.37724281109e-312,7.377242811486e-312,7.37724281188e-312,7.377242812277e-312,7.37724281267e-312,7.377242813067e-312,7.377242813463e-312,7.37724281386e-312,7.377242814253e-312
5477,2.0,7.377242815044e-312,7.37724281544e-312,7.377242815834e-312,7.377242816546e-312,7.37724281694e-312,7.377242817336e-312,7.37724281773e-312,7.377242818127e-312,7.37724281852e-312
5478,2.0,7.37724281931e-312,7.37724281971e-312,7.377242820103e-312,7.3772428205e-312,7.377242820893e-312,7.37724282129e-312,7.377242821684e-312,7.37724282208e-312,7.377242822474e-312
5479,2.0,7.377242823265e-312,7.37724282366e-312,7.377242824055e-312,7.37724282445e-312,7.377242824846e-312,7.37724282524e-312,7.377242825636e-312,7.37724282603e-312,7.377242826427e-312
5480,2.0,7.377242827217e-312,7.377242827613e-312,7.37724282801e-312,7.377242828403e-312,7.3772428288e-312,7.377242829194e-312,7.37724282959e-312,7.377242829984e-312,7.37724283038e-312
5481,2.0,7.37724283117e-312,7.377242831565e-312,7.37724283196e-312,7.377242832356e-312,7.37724283275e-312,7.377242833146e-312,7.37724283354e-312,7.377242833937e-312,7.37724283433e-312
5482,2.0,7.37724283512e-312,7.37724283552e-312,7.377242835913e-312,7.37724283631e-312,7.377242836703e-312,7.3772428371e-312,7.377242837494e-312,7.37724283789e-312,7.377242838284e-312
5483,2.0,7.377242839075e-312,7.37724283947e-312,7.377242839865e-312,7.37724284026e-312,7.377242840656e-312,7.37724284105e-312,7.377242841447e-312,7.37724284184e-312,7.377242842237e-312
5484,2.0,7.377242843028e-312,7.377242843423e-312,7.37724284382e-312,7.377242844213e-312,7.37724284461e-312,7.377242845004e-312,7.3772428454e-312,7.377242845794e-312,7.37724284619e-312
5485,2.0,7.37724284698e-312,7.377242847375e-312,7.37724284777e-312,7.377242848166e-312,7.37724284856e-312,7.377242848956e-312,7.37724284935e-312,7.377242849747e-312,7.37724285014e-312
5486,2.0,7.377242850933e-312,7.37724285133e-312,7.377242851723e-312,7.37724285212e-312,7.377242852514e-312,7.37724285291e-312,7.377242853304e-312,7.3772428537e-312,7.377242854095e-312
5487,2.0,7.377242854885e-312,7.37724285528e-312,7.377242855676e-312,7.37724285607e-312,7.377242856466e-312,7.37724285686e-312,7.377242857257e-312,7.37724285765e-312,7.377242858047e-312
5488,2.0,7.37724285884e-312,7.377242859233e-312,7.37724285963e-312,7.377242860023e-312,7.37724286042e-312,7.377242860814e-312,7.37724286121e-312,7.377242861604e-312,7.377242862e-312
5489,2.0,7.37724286279e-312,7.377242863185e-312,7.37724286358e-312,7.377242863976e-312,7.37724286437e-312,7.377242864766e-312,7.37724286516e-312,7.377242865557e-312,7.37724286595e-312
5490,2.0,7.377242866743e-312,7.37724286714e-312,7.377242867533e-312,7.37724286793e-312,7.377242868324e-312,7.37724286872e-312,7.377242869114e-312,7.37724286951e-312,7.377242869905e-312
5491,2.0,7.377242870695e-312,7.37724287109e-312,7.377242871486e-312,7.37724287188e-312,7.377242872276e-312,7.37724287267e-312,7.377242873067e-312,7.37724287346e-312,7.377242873857e-312
5492,2.0,7.37724287465e-312,7.377242875043e-312,7.37724287544e-312,7.377242875833e-312,7.37724287623e-312,7.377242876624e-312,7.37724287702e-312,7.377242877414e-312,7.37724287781e-312
5493,2.0,7.3772428786e-312,7.377242878995e-312,7.37724287939e-312,7.377242879786e-312,7.37724288018e-312,7.377242880577e-312,7.37724288097e-312,7.377242881367e-312,7.37724288176e-312
5494,2.0,7.377242882553e-312,7.37724288295e-312,7.377242883343e-312,7.37724288374e-312,7.377242884134e-312,7.37724288453e-312,7.377242884924e-312,7.37724288532e-312,7.377242885715e-312
5495,2.0,7.377242886505e-312,7.3772428869e-312,7.377242887296e-312,7.37724288769e-312,7.377242888086e-312,7.37724288848e-312,7.377242888877e-312,7.37724288927e-312,7.377242889667e-312
5496,2.0,7.37724289046e-312,7.377242890853e-312,7.37724289125e-312,7.377242891644e-312,7.37724289204e-312,7.377242892434e-312,7.37724289283e-312,7.377242893225e-312,7.37724289362e-312
5497,2.0,7.37724289441e-312,7.377242894806e-312,7.3772428952e-312,7.377242895596e-312,7.37724289599e-312,7.377242896387e-312,7.37724289678e-312,7.377242897493e-312,7.37724289789e-312
5498,2.0,7.37724289868e-312,7.377242899074e-312,7.37724289947e-312,7.377242899865e-312,7.37724290026e-312,7.377242900655e-312,7.37724290105e-312,7.377242901446e-312,7.37724290184e-312
5499,2.0,7.37724290263e-312,7.377242903027e-312,7.37724290342e-312,7.377242903817e-312,7.377242904213e-312,7.37724290461e-312,7.377242905003e-312,7.3772429054e-312,7.377242905794e-312
5500,2.0,7.377242906584e-312,7.37724290698e-312,7.377242907375e-312,7.37724290777e-312,7.377242908165e-312,7.37724290856e-312,7.377242908956e-312,7.37724290935e-312,7.377242909746e-312
5501,2.0,7.377242910537e-312,7.37724291093e-312,7.377242911327e-312,7.37724291172e-312,7.37724291212e-312,7.377242912513e-312,7.37724291291e-312,7.377242913303e-312,7.3772429137e-312
5502,2.0,7.37724291449e-312,7.377242914884e-312,7.37724291528e-312,7.377242915675e-312,7.37724291607e-312,7.377242916465e-312,7.37724291686e-312,7.377242917256e-312,7.37724291765e-312
5503,2.0,7.37724291844e-312,7.377242918837e-312,7.37724291923e-312,7.377242919627e-312,7.377242920023e-312,7.37724292042e-312,7.377242920813e-312,7.37724292121e-312,7.377242921604e-312
5504,2.0,7.377242922394e-312,7.37724292279e-312,7.377242923185e-312,7.37724292358e-312,7.37724099364e-312,7.377242923975e-312,7.37724292437e-312,7.377242924766e-312,7.37724292516e-312
5505,2.0,7.37724292595e-312,7.377242926347e-312,7.37724292674e-312,7.377242927137e-312,7.377242927533e-312,7.37724292793e-312,7.377242928323e-312,7.37724292872e-312,7.377242929114e-312
