RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,Type
13.407850467289718,5.514e-321,1.1507868331285e-311,6.156e-320,1.1507868331523e-311,1.20953760636e-312,1.1507868331285e-311,6.156e-320,1.150786833168e-311,5.45e-321
0.4970560747663551,6.156e-320,1.150786833184e-311,5.81e-321,0.0,1.06099795706e-312,0.0,1e-322,6.95241852319504e-310,0.0
0.17504672897196263,1.6975968789e-313,2.3341956162e-313,5.776e-321,0.0,1.124657830787e-312,1.1507868332155e-311,5.77e-321,0.0,6.1575e-320
0.4970560747663551,5.583e-321,1.1507868333973e-311,6.158e-320,1.150786833271e-311,5.59e-321,1.1507868333973e-311,1.18831770452e-312,1.1507868332866e-311,5.593e-321
2.684532710280374,6.158e-320,1.1507868333024e-311,5.6e-321,1.1507868333973e-311,6.158e-320,1.1507868333183e-311,1.209537606453e-312,1.1507868333973e-311,6.158e-320
0.17504672897196263,5.61e-321,1.1507868333973e-311,6.158e-320,1.15078683335e-311,5.627e-321,1.1507868333973e-311,1.082217914973e-312,1.1507868333657e-311,1e-322
2.684532710280374,0.0,0.0,1.6975968789e-313,2.3341956162e-313,1e-322,6.95241852319504e-310,0.0,1.018557979915e-312,1.6975968789e-313
0.05700934579439253,5.62e-321,1.1507868333973e-311,6.158e-320,1.1507868333815e-311,5.613e-321,1.1507868333973e-311,6.158e-320,1.1507868334447e-311,1.060997901e-312
0.17504672897196263,6.158e-320,1.1507868334605e-311,5.514e-321,1.1507868333973e-311,6.158e-320,1.1507868334764e-311,5.51e-321,1.1507868333973e-311,1.018558041244e-312
0.17504672897196263,5.45e-321,1.1507868333973e-311,6.158e-320,1.150786833508e-311,5.415e-321,1.1507868333973e-311,6.158e-320,1.150786833524e-311,1.082217853506e-312
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,1.6975968789e-313,2.3341956162e-313,4.99e-321,1.1507868335554e-311
72.65093457943925,1.1507868335396e-311,5e-324,1.1507868336147e-311,1.1507868335554e-311,5.81e-321,0.0,6.1585e-320,0.0,5.776e-321
72.65093457943925,1.145877788707e-312,1.1507868336187e-311,5.77e-321,0.0,6.1585e-320,1.1507868336345e-311,5.583e-321,0.0,6.1585e-320
13.407850467289718,1.01855798525e-312,0.0,6.1585e-320,1.150786833666e-311,5.593e-321,0.0,6.1585e-320,1.150786833682e-311,5.6e-321
8.95696261682243,1.08221791498e-312,1.1507868336977e-311,5.603e-321,0.0,6.1585e-320,1.1507868337135e-311,5.61e-321,0.0,6.1585e-320
1.444906542056075,1.12465777484e-312,0.0,6.1585e-320,1.150786833745e-311,5.62e-321,0.0,6.1585e-320,1.150786833761e-311,5.613e-321
2.7803738317757007,6.1585e-320,1.1507868337768e-311,1.01855798518e-312,0.0,6.1585e-320,1.1507868337926e-311,5.514e-321,0.0,6.1585e-320
0.17504672897196263,5.51e-321,0.0,1.03977799916e-312,1.150786833824e-311,5.45e-321,0.0,6.1585e-320,1.15078683384e-311,5.415e-321
1.5183654205607477,6.1585e-320,1.150786833856e-311,1.08221785838e-312,0.0,6.1585e-320,1.1507868338716e-311,5e-324,1.150786833911e-311,1.150786833607e-311
2.684532710280374,1.150786833923e-311,1.1507868335554e-311,1.124657774617e-312,1.150786833915e-311,6.159e-320,0.0,5e-324,1.1506361758928e-311,1.150786832737e-311
0.05700934579439253,0.0,1.1507868331285e-311,0.0,8.48798562e-314,2.3341956162e-313,5e-324,1.1506361758928e-311,1.150786832737e-311,1.150786833915e-311
2.7803738317757007,1.1507868331285e-311,0.0,8.48798562e-314,2.3341956162e-313,5e-324,1.150786834022e-311,1.1507868339783e-311,1.2e-322,1.1506361758928e-311
13.407850467289718,0.0,1.697596879e-313,2.5463951954e-313,1.2e-322,1.1506113593785e-311,1.145877727126e-312,0.0,1.69759687906e-313,2.54639519545e-313
2.7803738317757007,0.0,0.0,1.69759687906e-313,2.54639519545e-313,1.12465776933e-312,1.1506140341313e-311,5e-324,0.0,1.6975968791e-313
8.95696261682243,5.583e-321,1.1507868342273e-311,6.163e-320,0.0,5.59e-321,1.1507868342273e-311,1.18831770457e-312,1.1507868341167e-311,5.593e-321
2.7803738317757007,6.163e-320,1.1507868341325e-311,5.6e-321,1.1507868342273e-311,6.163e-320,1.1507868341483e-311,1.039777943176e-312,1.1507868342273e-311,6.163e-320
1.444906542056075,5.61e-321,1.1507868342273e-311,6.163e-320,1.15078683418e-311,5.627e-321,1.1507868342273e-311,1.08221791502e-312,1.1507868341957e-311,1.2e-322
2.684532710280374,5e-324,0.0,3.3951935119e-313,5.51718930285e-313,1.2e-322,1.1507147858634e-311,1.124657769217e-312,1.060997895735e-312,3.3951935119e-313
1.444906542056075,5.62e-321,1.1507868342273e-311,6.163e-320,1.1507868342115e-311,5.613e-321,1.1507868342273e-311,6.163e-320,1.150786834275e-311,1.060997901e-312
1.444906542056075,6.163e-320,1.1507868342906e-311,5.514e-321,1.1507868342273e-311,6.163e-320,1.1507868343064e-311,5.51e-321,1.1507868342273e-311,1.06099795711e-312
13.407850467289718,5.45e-321,1.1507868342273e-311,6.163e-320,1.150786834338e-311,1.1506140341313e-311,1.1507868342273e-311,0.0,1.6975968791e-313,5.51718930285e-313
2.7803738317757007,1.1506140341313e-311,5e-324,0.0,1.6975968791e-313,2.9707943537e-313,1.1506140341313e-311,1.1507868342273e-311,0.0,1.6975968791e-313
1.5183654205607477,5e-324,1.150786834441e-311,1.150786834073e-311,1.2e-322,1.1506113593785e-311,5e-324,0.0,1.69759687906e-313,2.54639519545e-313
0.4970560747663551,0.0,0.0,1.69759687906e-313,2.54639519545e-313,1.2e-322,1.1506140341313e-311,5e-324,0.0,1.6975968791e-313
0.4970560747663551,1.1506140341313e-311,1.1507868342273e-311,0.0,1.6975968791e-313,5.51718930285e-313,1.2e-322,1.1506140341313e-311,5e-324,0.0
2.7803738317757007,2.9707943537e-313,1.1506140341313e-311,1.1507868342273e-311,0.0,1.6975968791e-313,5.51718930285e-313,5e-324,1.150786834583e-311,1.1507868344684e-311
1.444906542056075,1.1506113593785e-311,1.06099789549e-312,2.8e-322,1.69759687906e-313,2.54639519545e-313,1.1506113593785e-311,0.0,0.0,1.69759687906e-313
1.5183654205607477,1.2e-322,1.1506140341313e-311,1.01855797967e-312,0.0,1.6975968791e-313,2.9707943537e-313,1.1506140341313e-311,1.1507868342273e-311,0.0
1.444906542056075,5.51718930285e-313,1.12465776933e-312,1.1506140341313e-311,5e-324,0.0,1.6975968791e-313,2.9707943537e-313,1.1506140341313e-311,1.1507868342273e-311
72.65093457943925,1.6975968791e-313,5.51718930285e-313,5e-324,1.1507868347254e-311,1.1507868346107e-311,1.2e-322,1.1506140341313e-311,5e-324,0.0
72.65093457943925,2.9707943537e-313,1.1506140341313e-311,1.1507868342273e-311,0.0,1.6975968791e-313,5.51718930285e-313,5.583e-321,1.1507868348835e-311,6.164e-320
0.17504672897196263,5.59e-321,1.1507868348835e-311,6.164e-320,1.150786834773e-311,1.103437816895e-312,1.1507868348835e-311,6.164e-320,1.1507868347886e-311,5.6e-321
0.17504672897196263,6.164e-320,1.1507868348044e-311,5.603e-321,1.1507868348835e-311,1.08221791503e-312,1.15078683482e-311,5.61e-321,1.1507868348835e-311,6.164e-320
2.7803738317757007,5.627e-321,1.1507868348835e-311,6.164e-320,1.150786834852e-311,1.08221785349e-312,6.9524185228385e-310,0.0,0.0,6.15378804014e-313
2.7803738317757007,1e-322,6.9524185228385e-310,0.0,0.0,6.15378804014e-313,7.00258635653e-313,5.62e-321,1.1507868348835e-311,6.164e-320
1.5183654205607477,5.613e-321,1.1507868348835e-311,6.164e-320,1.150786834931e-311,5.52e-321,1.1507868348835e-311,1.18831770458e-312,1.1507868349467e-311,5.514e-321
72.65093457943925,6.164e-320,1.1507868349625e-311,5.51e-321,1.1507868348835e-311,6.164e-320,1.1507868349783e-311,1.08221785884e-312,1.1507868348835e-311,6.164e-320
1.444906542056075,1.150786834753e-311,1.1507868348835e-311,5e-324,1.1507868350416e-311,1.1507868350257e-311,1.2e-322,1.1506113593785e-311,1.01855797967e-312,0.0
0.4970560747663551,2.54639519545e-313,1.1506113593785e-311,0.0,0.0,1.69759687906e-313,2.54639519545e-313,1.12465776933e-312,1.1506140341313e-311,5e-324
2.7803738317757007,1.6975968791e-313,2.9707943537e-313,1.1506140341313e-311,1.1507868342273e-311,0.0,1.6975968791e-313,5.51718930285e-313,1.08221785351e-312,1.1506140341313e-311
0.17504672897196263,0.0,1.6975968791e-313,2.9707943537e-313,1.1506140341313e-311,1.1507868342273e-311,0.0,1.6975968791e-313,5.51718930285e-313,5e-324
13.407850467289718,1.150786835069e-311,1.2e-322,1.1506140341313e-311,5e-324,0.0,1.6975968791e-313,2.9707943537e-313,1.1506140341313e-311,1.1507868342273e-311
8.95696261682243,1.6975968791e-313,5.51718930285e-313,1.1507868352115e-311,1.1507868348835e-311,5e-324,1.150786835247e-311,1.1507868352313e-311,1.2e-322,1.1506113593785e-311
0.17504672897196263,2.6e-322,1.69759687906e-313,2.54639519545e-313,1.1506113593785e-311,0.0,0.0,1.69759687906e-313,2.54639519545e-313,1.2e-322
0.05700934579439253,1.145877727126e-312,0.0,1.6975968791e-313,2.9707943537e-313,1.1506140341313e-311,1.1507868342273e-311,0.0,1.6975968791e-313,5.51718930285e-313
0.05700934579439253,1.1506140341313e-311,5e-324,0.0,1.6975968791e-313,2.9707943537e-313,1.1506140341313e-311,1.1507868342273e-311,0.0,1.6975968791e-313
13.407850467289718,5e-324,1.1507868353894e-311,1.150786835275e-311,1.2e-322,1.1506140341313e-311,5e-324,0.0,1.6975968791e-313,2.9707943537e-313
0.17504672897196263,1.1507868342273e-311,0.0,1.6975968791e-313,5.51718930285e-313,1.150786835417e-311,1.1507868348835e-311,5e-324,1.1507868354526e-311,1.150786835437e-311
2.7803738317757007,0.0,1.082217853654e-312,1.018557979925e-312,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,1.12465776921e-312,1.124657769464e-312,2.4e-322,0.0,0.0,0.0,0.0,0.0
2.7803738317757007,0.0,0.0,1.082217853654e-312,1.060997895744e-312,0.0,0.0,0.0,0.0,0.0
1.444906542056075,0.0,0.0,1.12465776921e-312,1.124657769464e-312,2.5e-322,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,1.082217853654e-312,1.103437811564e-312,0.0,0.0,0.0,0.0
2.7803738317757007,0.0,0.0,0.0,1.12465776921e-312,1.124657769464e-312,2.6e-322,0.0,0.0,0.0
1.5183654205607477,-1.2495128096345e-310,4.0474e-320,4.0395e-320,1.150786822777e-311,1.1507868357174e-311,1.14587772724e-312,1.1506140954745e-311,5e-324,0.0
72.65093457943925,5.09279015083e-313,5.583e-321,1.150786835852e-311,6.2648e-320,0.0,1.1246577748e-312,1.150786835852e-311,6.2648e-320,1.150786835741e-311
2.684532710280374,1.150786835852e-311,6.2648e-320,1.150786835757e-311,5.6e-321,1.150786835852e-311,1.08221791604e-312,1.150786835773e-311,5.603e-321,1.150786835852e-311
1.444906542056075,1.1507868357886e-311,5.61e-321,1.150786835852e-311,6.2648e-320,1.1507868358044e-311,1.12465777484e-312,1.150786835852e-311,6.2648e-320,1.15078683582e-311
1.5183654205607477,6.9524185202512e-310,0.0,0.0,5.30498972993e-313,6.1537880463e-313,1e-322,6.9524185202512e-310,0.0,0.0
1.444906542056075,6.1537880463e-313,5.62e-321,1.150786835852e-311,6.2648e-320,1.150786835836e-311,5.613e-321,1.150786835852e-311,1.14587778977e-312,1.1507868358993e-311
0.4970560747663551,1.150786835852e-311,6.2648e-320,1.150786835915e-311,5.514e-321,1.150786835852e-311,6.2648e-320,1.150786835931e-311,1.0822178589e-312,1.150786835852e-311
1.5183654205607477,1.1507868359467e-311,5.45e-321,1.150786835852e-311,6.2648e-320,1.1507868359625e-311,1.1e-322,1.1507868357174e-311,1.150786835852e-311,1.145877727126e-312
2.7803738317757007,6.3659876254e-313,1.2e-322,1.1506140954745e-311,5e-324,0.0,3.60739309716e-313,5.09279015083e-313,5.62e-321,1.150786835994e-311
1.5183654205607477,1.150786822508e-311,5.613e-321,1.150786835994e-311,6.265e-320,1.1507868360415e-311,5.52e-321,1.150786835994e-311,6.265e-320,1.1507868360574e-311
2.684532710280374,1.150786835994e-311,6.265e-320,1.150786836073e-311,5.51e-321,1.150786835994e-311,6.265e-320,1.150786836089e-311,5.45e-321,1.150786835994e-311
0.05700934579439253,1.150786836105e-311,1.150716565638e-311,1.150786835994e-311,0.0,1.6975968853e-313,6.3659876254e-313,1.1507868361364e-311,0.0,1.2e-322
72.65093457943925,1.145877727126e-312,2.7e-322,1.69759688534e-313,2.7585947808e-313,5.583e-321,1.1507868365514e-311,6.268e-320,0.0,5.59e-321
13.407850467289718,1.082217916065e-312,1.150786836188e-311,5.593e-321,1.1507868362985e-311,6.267e-320,1.1507868362036e-311,5.6e-321,1.1507868362985e-311,6.267e-320
72.65093457943925,1.124657774814e-312,1.1507868362985e-311,6.267e-320,1.150786836235e-311,5.61e-321,1.1507868362985e-311,6.267e-320,1.150786836251e-311,5.627e-321
2.7803738317757007,6.267e-320,1.150786836267e-311,1.01855797978e-312,1.1506113567857e-311,5e-324,0.0,3.182993939e-313,3.8195926763e-313,1.2e-322
1.5183654205607477,5e-324,1.12465776921e-312,3.182993939e-313,3.8195926763e-313,5.62e-321,1.1507868362985e-311,6.267e-320,1.1507868362827e-311,5.613e-321
13.407850467289718,6.267e-320,1.150786836346e-311,1.08221785898e-312,1.1507868364724e-311,6.268e-320,0.0,5.593e-321,1.1507868364724e-311,6.268e-320
2.7803738317757007,5.6e-321,1.1507868364724e-311,1.124657831894e-312,1.1507868363933e-311,5.603e-321,1.1507868364724e-311,6.268e-320,1.150786836409e-311,5.61e-321
8.95696261682243,6.268e-320,1.150786836425e-311,5.627e-321,1.1507868364724e-311,1.103437873984e-312,1.150786836441e-311,1e-322,6.9524185228385e-310,0.0
72.65093457943925,4.4561914136e-313,5.30498973e-313,1e-322,6.9524185228385e-310,0.0,2.6e-322,4.4561914136e-313,5.30498973e-313,5.62e-321
8.95696261682243,6.268e-320,1.1507868364566e-311,5.613e-321,1.1507868364724e-311,1.082217916074e-312,1.15078683652e-311,1.5e-323,1.1507868362985e-311,5e-323
2.7803738317757007,3.182993939e-313,5.30498973e-313,5.52e-321,1.1507868365514e-311,1.124657831894e-312,1.1507868363617e-311,5.514e-321,1.1507868365514e-311,6.268e-320
2.7803738317757007,5.51e-321,1.1507868365514e-311,6.268e-320,1.150786836591e-311,5.45e-321,1.1507868365514e-311,1.188317705623e-312,1.150786836607e-311,1.1506141733235e-311
1.444906542056075,0.0,1.69759688534e-313,5.30498973e-313,5.583e-321,1.150786836769e-311,1.124657831904e-312,0.0,5.59e-321,1.150786836769e-311
0.05700934579439253,1.150786836658e-311,5.593e-321,1.150786836769e-311,6.269e-320,1.150786836674e-311,5.6e-321,1.150786836769e-311,1.018558042355e-312,1.15078683669e-311
1.5183654205607477,1.150786836769e-311,6.269e-320,1.1507868367056e-311,5.61e-321,1.150786836769e-311,6.269e-320,1.1507868367214e-311,1.18831764857e-312,1.150786836769e-311
8.95696261682243,1.150786836737e-311,1e-322,6.95241852319504e-310,0.0,0.0,5.94158846727e-313,6.57818720456e-313,1.08221785349e-312,6.95241852319504e-310
0.05700934579439253,0.0,5.94158846727e-313,6.57818720456e-313,5.62e-321,1.150786836769e-311,6.269e-320,1.150786836753e-311,1.124657774824e-312,1.150786836769e-311
13.407850467289718,1.150786836816e-311,5.52e-321,1.150786836769e-311,6.269e-320,1.150786836832e-311,5.514e-321,1.150786836769e-311,6.269e-320,1.150786836848e-311
2.7803738317757007,1.150786836769e-311,6.269e-320,1.1507868368637e-311,5.45e-321,1.150786836769e-311,6.269e-320,1.1507868368795e-311,1.1507868366384e-311,1.150786836769e-311
0.17504672897196263,1.150716255254e-311,5e-324,0.0,1.6975968854e-313,3.39519351816e-313,5.583e-321,1.1507868373064e-311,6.272e-320,0.0
72.65093457943925,1.1507868370534e-311,6.271e-320,1.1507868369427e-311,5.593e-321,1.1507868370534e-311,6.271e-320,1.1507868369585e-311,5.6e-321,1.1507868370534e-311
1.5183654205607477,1.1507868369743e-311,5.603e-321,1.1507868370534e-311,6.271e-320,1.15078683699e-311,5.61e-321,1.1507868370534e-311,6.271e-320,1.150786837006e-311
0.05700934579439253,1.1507868370534e-311,1.18831770565e-312,1.150786837022e-311,1.2e-322,1.150611356596e-311,5e-324,0.0,3.81959267635e-313,4.66839099274e-313
72.65093457943925,1.150611356596e-311,1.188317642945e-312,2.8e-322,3.81959267635e-313,4.66839099274e-313,5.62e-321,1.1507868370534e-311,6.271e-320,1.1507868370376e-311
0.17504672897196263,1.1507868370534e-311,1.082217916104e-312,1.150786837101e-311,5.59e-321,1.1507868372273e-311,6.272e-320,0.0,5.593e-321,1.1507868372273e-311
0.05700934579439253,1.1507868371324e-311,1.12465777481e-312,1.1507868372273e-311,6.272e-320,1.1507868371483e-311,5.603e-321,1.1507868372273e-311,6.272e-320,1.150786837164e-311
0.05700934579439253,1.1507868372273e-311,6.272e-320,1.15078683718e-311,1.06099790111e-312,1.1507868372273e-311,6.272e-320,1.1507868371957e-311,1e-322,6.9524185228385e-310
13.407850467289718,0.0,5.30498973003e-313,6.1537880464e-313,1.20953760095e-312,6.9524185228385e-310,0.0,0.0,5.30498973003e-313,6.1537880464e-313
0.4970560747663551,1.1507868372273e-311,6.272e-320,1.1507868372115e-311,1.082217859005e-312,1.1507868372273e-311,6.272e-320,1.1507868372747e-311,1.5e-323,1.1507868370534e-311
8.95696261682243,1.1507868372273e-311,3.81959267635e-313,6.1537880464e-313,1.12465777473e-312,1.1507868373064e-311,6.272e-320,1.1507868371166e-311,5.514e-321,1.1507868373064e-311
2.684532710280374,1.15078683733e-311,5.51e-321,1.1507868373064e-311,6.272e-320,1.150786837346e-311,1.14587773257e-312,1.1507868373064e-311,6.272e-320,1.1507868373617e-311
72.65093457943925,1.1507868373064e-311,0.0,1.6975968854e-313,6.1537880464e-313,1.124657774795e-312,1.1507868375237e-311,6.273e-320,0.0,5.59e-321
2.684532710280374,6.273e-320,1.150786837413e-311,5.593e-321,1.1507868375237e-311,6.273e-320,1.150786837429e-311,1.18831764854e-312,1.1507868375237e-311,6.273e-320
72.65093457943925,5.603e-321,1.1507868375237e-311,6.273e-320,1.1507868374605e-311,5.61e-321,1.1507868375237e-311,1.20953766358e-312,1.1507868374763e-311,5.627e-321
2.7803738317757007,6.273e-320,1.150786837492e-311,1e-322,6.95241852319504e-310,0.0,0.0,6.7903867837e-313,7.426985521e-313,1e-322
1.444906542056075,0.0,0.0,6.7903867837e-313,7.426985521e-313,5.62e-321,1.1507868375237e-311,1.124657831943e-312,1.150786837508e-311,5.613e-321
1.444906542056075,6.273e-320,1.150786837571e-311,5.52e-321,1.1507868375237e-311,6.273e-320,1.150786837587e-311,5.514e-321,1.1507868375237e-311,1.060997958214e-312
13.407850467289718,5.51e-321,1.1507868375237e-311,6.273e-320,1.1507868376186e-311,5.45e-321,1.1507868375237e-311,6.273e-320,1.1507868376344e-311,1.1507868373933e-311
2.684532710280374,2.5e-323,1.150786837682e-311,1.1507868216267e-311,1.1507868223816e-311,1.150786836156e-311,1.150786836911e-311,1.150786837666e-311,0.0,1.150786837674e-311
2.684532710280374,0.0,1.1507868377214e-311,0.0,5e-324,1.150786837733e-311,1.15078682084e-311,1e-323,1.150786837745e-311,1.150786820698e-311
8.95696261682243,5e-324,1.150786837761e-311,1.1507868203065e-311,2.5e-323,1.150786837773e-311,1.150786821354e-311,1.150786822109e-311,1.1507868361364e-311,1.1507868366384e-311
8.95696261682243,2.5e-323,1.1507868378004e-311,1.1507868214844e-311,1.1507868222393e-311,0.0,1.150786836769e-311,1.1507868375237e-311,1.1507868377135e-311,1.150786837737e-311
1.5183654205607477,1.150786837765e-311,1.1507868377925e-311,0.0,1.150786837753e-311,5.583e-321,1.1507868379585e-311,6.275e-320,0.0,5.59e-321
0.05700934579439253,1.103437874053e-312,1.150786837848e-311,5.593e-321,1.1507868379585e-311,6.275e-320,1.1507868378637e-311,5.6e-321,1.1507868379585e-311,6.275e-320
72.65093457943925,1.124657774814e-312,1.1507868379585e-311,6.275e-320,1.1507868378953e-311,5.61e-321,1.1507868379585e-311,6.275e-320,1.150786837911e-311,5.627e-321
1.5183654205607477,6.275e-320,1.150786837927e-311,1.01855797976e-312,6.9524185228385e-310,0.0,0.0,1.90979646453e-313,2.7585947809e-313,1e-322
2.684532710280374,0.0,1.12465776921e-312,1.90979646453e-313,2.7585947809e-313,5.62e-321,1.1507868379585e-311,6.275e-320,1.1507868379427e-311,5.613e-321
0.05700934579439253,6.275e-320,1.150786838006e-311,1.10343781682e-312,1.1507868379585e-311,6.275e-320,1.150786838022e-311,5.514e-321,1.1507868379585e-311,6.275e-320
1.444906542056075,5.51e-321,1.1507868379585e-311,1.124657831963e-312,1.1507868380534e-311,5.45e-321,1.1507868379585e-311,6.275e-320,1.150786838069e-311,5.81e-321
72.65093457943925,6.2766e-320,0.0,1e-322,6.95241852319504e-310,0.0,0.0,1.6975968855e-313,2.3341956228e-313,5.776e-321
0.4970560747663551,6.2766e-320,1.150786838101e-311,5.77e-321,0.0,1.03977800034e-312,1.1507868381403e-311,5.583e-321,1.1507868382826e-311,6.277e-320
2.684532710280374,5.59e-321,1.1507868382826e-311,6.277e-320,1.150786838172e-311,1.103437816895e-312,1.1507868382826e-311,6.277e-320,1.150786838188e-311,5.6e-321
1.5183654205607477,6.277e-320,1.1507868382036e-311,5.603e-321,1.1507868382826e-311,1.124657831983e-312,1.1507868382194e-311,5.61e-321,1.1507868382826e-311,6.277e-320
8.95696261682243,5.627e-321,1.1507868382826e-311,6.277e-320,1.150786838251e-311,1e-322,6.95241852319504e-310,0.0,0.0,1.6975968855e-313
8.95696261682243,1e-322,6.95241852319504e-310,0.0,0.0,1.6975968855e-313,2.3341956228e-313,1.039777943195e-312,1.1507868382826e-311,6.277e-320
